Title,Sheet,TaskNo,Standard,Method,FrequenciesCSV,ImageFile,ImageFolderPath
มอเตอร์ปั๊มน้ำ,สายพานสามกลับ,5,มอเตอร์ปั๊มต้องไม่มีเสียงดังผิดปกติ และไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task05.jpeg,สายพานสามกลับ
โครงสร้างทั่วไป,สายพานสามกลับ,6,โครงสร้างของเครื่องงต้องไม่หักชำรุดหรือเป็นสนิม / ท่อไอต้องไม่มีน้ำรั่ว,เช็ค,W,task06.jpeg,สายพานสามกลับ
ตู้ควบคุมระบบไฟฟ้า,สายพานสามกลับ,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,สายพานสามกลับ
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,สายพานสามกลับ,8,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,สายพานสามกลับ,9,,ทำ,W,,
ลูกปืน/อัดจาระบี,สายพานชั่ง,1,ลูกปืนต้องไม่หลวมคอน หรือชำรุดแตก,เช็ค/ทำ,W,task01.jpeg,สายพานชั่ง
มอเตอร์เกียร์,สายพานชั่ง,2,มอเตอร์เกียร์ต้องไม่มีน้ำมันรั่วซึม และไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task02.jpeg,สายพานชั่ง
สายพาน,สายพานชั่ง,3,สภาพสายพานต้องไม่ขาดชำรุด,เช็ค,W,task03.jpeg,สายพานชั่ง
น๊อตล๊อค / หัวอัดจารบี,สายพานชั่ง,4,น๊อตล๊อคต้องมีอยู่ครบทุ่กจุด / หัวอัดจารบีต้องมีครบและไม่อุดตัน,เช็ค,W,task04.jpeg,สายพานชั่ง
โครงสร้างเครื่อง,สายพานชั่ง,5,สภาพโครงสร้างต้องไม่ชำรุดหักและไม่เป็นสนิม,เช็ค,W,task05.jpeg,สายพานชั่ง
ตู้ควบคุมระบบไฟฟ้า,สายพานชั่ง,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,สายพานชั่ง
เปลี่ยนถ่ายน้ำมันทุ่ก 6 เดือน,สายพานชั่ง,7,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,สายพานชั่ง,8,,ทำ,W,,
สตาร์ทางเข้า,Filler,1,จังหวะต้องตรงกับหน้าจาน และไม่ชำรุด,เช็ค,W,task01.jpeg,Filler
เกียร์ทดรอบ,Filler,2,ต้องไม่มีน้ำมันรั่วชึม ลูกปืนต้องไม่แตก,เช็ค,W,task02.jpeg,Filler
เฟือง / โซ่,Filler,3,ฟันเฟืองต้องไม่สึกแหลม / โซ่ต้องไม่หย่อน ข้อต่อต้องไม่หลวม,เช็ค,W,task03.jpeg,Filler
มอเตอร์,Filler,4,มอเตอร์ต้องไม่มีเสียงดังผิดปกติ ไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task04.jpeg,Filler
ลูกปืน/อัดจาระบี,Filler,5,ลุกปืนต้องไม่หลวมคอน และไม่ชำรุดแตก,เช็ค/ทำ,W,task05.jpeg,Filler
สายพานพากระป๋อง,Filler,6,สานพานต้องไม่ชำรุด แตก,เช็ค,W,task06.jpeg,Filler
โครงสร้างเครื่อง,Filler,7,สภาพโครงสร้างเครื่องต้องไม่ชำรุดหัก หรือเป็นสนิม,เช็ค,W,task07.jpeg,Filler
ตู้ควบคุมระบบไฟฟ้า,Filler,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,Filler
เปลี่ยนถ่ายน้ำมันทุ่ก 6 เดือน,Filler,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Filler,10,,ทำ,W,,
ลูกสูบกระบออกบรรจุ,Filling,1,สภาพต้องสมบูรณ์ไม่มีรอยฉีกขาด,เช็ค,W,task01.jpeg,Filling
วาล์วบรรจุ,Filling,2,วาล์วต้องไม่รั่ว สามารถเปิด-ปิดได้ปกติดี,เช็ค,W,task02.jpeg,Filling
กระเก็น Ferrule,Filling,3,ประเก็นเทปล่อนต้องไม่มีรอยฉีกขาด,เช็ค,W,task03.jpeg,Filling
โซลินอยวาล์ว,Filling,4,กด Test ที่โซลินอยวาล์วต้องทำงานปกติ,เช็ค,W,task04.jpeg,Filling
สายพานลำเลียง,Filling,5,สภาพต้องไม่มีรอยแตกหัก สายพานต้องไม่หย่อน,เช็ค,W,task05.jpeg,Filling
มอเตอร์เกียร์,Filling,6,มอเตอร์ต้องไม่มีเสียงดังผิดปกติ และไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task06.jpeg,Filling
โครงสร้าง,Filling,7,โครงสร้างต้องไม่หักชำรุด และไม่เป็นสนิม,เช็ค,W,task07.jpeg,Filling
ตู้ควบคุมระบบไฟฟ้า,Filling,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,Filling
เปลี่ยนถ่ายน้ำมันทุ่ก 6 เดือน,Filling,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Filling,10,,ทำ,W,,
มอเตอร์ปรับ Speed,บรรจุซองแมวเลีย,1,มอเตอร์ต้องไม่มีเสียงดัง สามารถปรับรอบความเร็วได้,เช็ค,W,task01.jpeg,บรรจุซองแมวเลีย
ลูกกลิ้งซีลร้อน-เย็น,บรรจุซองแมวเลีย,2,ลูกกลิ้งต้องไม่บุบ ชำรุด และไม่เป็นสนิม,เช็ค,W,task02.jpeg,บรรจุซองแมวเลีย
เฟือง / โซ่,บรรจุซองแมวเลีย,3,เฟืองต้องไม่แหลมคม / โซ่ ข้อต่อต้องไม่หลวม,เช็ค,W,task03.jpeg,บรรจุซองแมวเลีย
ลูกปืน/อัดจาระบี,บรรจุซองแมวเลีย,4,ลูกปืนต้องไม่หลวมคอน หรือชำรุดแตก,เช็ค/ทำ,W,task04.jpeg,บรรจุซองแมวเลีย
เฟืองชุปเปอร์ลีน,บรรจุซองแมวเลีย,5,ฟันเฟืองต้องไม่หักหริอบิ่น,เช็ค,W,task05.jpeg,บรรจุซองแมวเลีย
Regulator,บรรจุซองแมวเลีย,6,ต้องไม่ชำรุดแตก ลมต้องไม่รัว,เช็ค,W,task06.jpeg,บรรจุซองแมวเลีย
ตู้ควบคุมระบบไฟฟ้า,บรรจุซองแมวเลีย,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,บรรจุซองแมวเลีย
เปลี่ยนถ่ายน้ำมันทุ่ก 6 เดือน,บรรจุซองแมวเลีย,8,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,บรรจุซองแมวเลีย,9,,ทำ,W,,
หน้าจอวัดอุณหภูมิ,บรรจุแมวเลียTTK,1,หน้าจอต้องไม่ชำรุด,เช็ค,W,task01.jpeg,บรรจุแมวเลียTTK
มอเตอร์,บรรจุแมวเลียTTK,2,ต้องไม่มีเสียงดัง ไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task02.jpeg,บรรจุแมวเลียTTK
บาร์ชิลร้อน,บรรจุแมวเลียTTK,3,ต้องไม่ชำรุดแตก หรือบิดงอ,เช็ค,W,task03.jpeg,บรรจุแมวเลียTTK
กระบอกลม,บรรจุแมวเลียTTK,4,ต้องทำงานได้ดีไม่รั่ว,เช็ค,W,task04.jpeg,บรรจุแมวเลียTTK
วาล์วเติมอาหาร,บรรจุแมวเลียTTK,5,วาล์วต้องไม่ชำรุดรั่ว,เช็ค,W,task05.jpeg,บรรจุแมวเลียTTK
Regulator,บรรจุแมวเลียTTK,6,ต้องไม่ชำรุดแตก ลมต้องไม่รัว,เช็ค,W,task06.jpeg,บรรจุแมวเลียTTK
ตู้ควบคุมระบบไฟฟ้า,บรรจุแมวเลียTTK,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,บรรจุแมวเลียTTK
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,บรรจุแมวเลียTTK,8,,ทำ,W,,
หน้าจอ,เครื่องพิมพ์ซองแมวเลีย,1,หน้าจอต้องไม่ชำรุดแตก,เช็ค,W,task01.jpeg,เครื่องพิมพ์ซองแมวเลีย
สปริง,เครื่องพิมพ์ซองแมวเลีย,2,สปริงต้องมีอยู่ครบและไม่ชำรุดหัก,เช็ค,W,task02.jpeg,เครื่องพิมพ์ซองแมวเลีย
ม้วนหมึก,เครื่องพิมพ์ซองแมวเลีย,3,ม้วนผ้าหมึกต้องไม่ขาดชำรุด,เช็ค,W,task03.jpeg,เครื่องพิมพ์ซองแมวเลีย
เซ็นเซอร์จับซอง,เครื่องพิมพ์ซองแมวเลีย,4,ต้องไม่ชำรุดแตกหัก,เช็ค,W,task04.jpeg,เครื่องพิมพ์ซองแมวเลีย
ตู้ควบคุมระบบไฟฟ้า,เครื่องพิมพ์ซองแมวเลีย,5,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,,
,เครื่องพิมพ์ซองแมวเลีย,6,,,W,,
,เครื่องพิมพ์ซองแมวเลีย,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องพิมพ์ซองแมวเลีย,8,,ทำ,W,,
หน้าจอ,เครื่องพิมพ์กล่อง,1,หน้าจอต้องไม่ชำรุดแตก,เช็ค,W,task01.jpeg,เครื่องพิมพ์กล่อง
หัวยิงหมึก,เครื่องพิมพ์กล่อง,2,หัวยิงหมึกต้องไม่อุดตัน,เช็ค,W,task02.jpeg,เครื่องพิมพ์กล่อง
หมึก,เครื่องพิมพ์กล่อง,3,หมึกต้องไม่หมด,เช็ค,W,task03.jpeg,เครื่องพิมพ์กล่อง
หลอดบอกสถานะ,เครื่องพิมพ์กล่อง,4,ต้องไม่ชำรุดแตกหัก,เช็ค,W,task04.jpeg,เครื่องพิมพ์กล่อง
โครงสร้าง,เครื่องพิมพ์กล่อง,5,โครงสร้างต้องไม่ชำรุดหัก,เช็ค,W,task05.jpeg,เครื่องพิมพ์กล่อง
,เครื่องพิมพ์กล่อง,6,,,W,,
,เครื่องพิมพ์กล่อง,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องพิมพ์กล่อง,6,,ทำ,W,,
Form and Seal Top,TP R2,1,บาร์ชิลต้องไม่ชำรุด สามารถชิลได้ดี,เช็ค,W,task01.jpeg,TP_R2
Form and Seal Bottom,TP R2,2,ต้องไม่ชำรุดเสียหาย Mandrel ต้องไม่มีรอยบุบ,เช็ค,W,task02.jpeg,TP_R2
Carton infeed,TP R2,3,ต้องพากล่องได้ดีไม่ชำรุดเสียหาย,เช็ค,W,task03.jpeg,TP_R2
Check jaw Gap,TP R2,4,ระยะต้องพอดีกับกล่องไม่เบียด,เช็ค,W,task04.jpeg,TP_R2
Frame-Sensor,TP R2,5,เฟรมต้องไม่ชำรุดบิดงอ Sensor ต้องไม่ชำรุด,เช็ค,W,task05.jpeg,TP_R2
Package Handling,TP R2,6,ตัว carrier ต้องไม่ชำรุด Support bar ต้องไม่บิดงอ,เช็ค,W,task06.jpeg,TP_R2
Bottom Flap Sealing,TP R2,7,Sealing plate ต้องไม่บุบชำรุด cylingder ลมไม่รั่ว,เช็ค,W,task07.jpeg,TP_R2
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,TP R2,8,,ทำ,W,,
มอเตอร์,ปั๊มลมสกรู Air Compressure,1,ต้องไม่มีเสียงดังผิดปกติ,เช็ค,W,task01.jpeg,ปั๊มลมสกรู_Air_Compressure
กรองอากาศ/กรองน้ำมัน,ปั๊มลมสกรู Air Compressure,2,ต้องไม่ชำรุดขาด,เช็ค,W,task02.jpeg,ปั๊มลมสกรู_Air_Compressure
กรองดักน้ำ,ปั๊มลมสกรู Air Compressure,3,ไม่ชำรุดลมไม่รั่ว,เช็ค,W,task03.jpeg,ปั๊มลมสกรู_Air_Compressure
ระดับน้ำมัน,ปั๊มลมสกรู Air Compressure,4,น้ำมันต้องไม่แห้งและเป็นน้ำมันเกรดอาหาร,เช็ค,W,task04.jpeg,ปั๊มลมสกรู_Air_Compressure
จอควมคุม,ปั๊มลมสกรู Air Compressure,5,จอไม่ชำรุด,เช็ค,W,task05.jpeg,ปั๊มลมสกรู_Air_Compressure
ตู้ควบคุมระบบไฟฟ้า,ปั๊มลมสกรู Air Compressure,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,ปั๊มลมสกรู_Air_Compressure
เปลี่ยนถ่ายน้ำมันเกรดอาหารทุ่ก 6 เดือน,ปั๊มลมสกรู Air Compressure,7,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ปั๊มลมสกรู Air Compressure,8,,ทำ,W,,
สวิตย์และหน้าจอ,เครื่องทำลมแห้ง,1,ต้องไม่ชำรุดเปิด-ปิดได้,เช็ค,M,,
ตัวกลองน้ำ,เครื่องทำลมแห้ง,2,ต้องไม่ชำรุดใช้งานได้ปกติ,เช็ค,M,,
ระบบท่อ,เครื่องทำลมแห้ง,3,ต้องไม่ชำรุดรั่ว,เช็ค,M,,
พัดลม,เครื่องทำลมแห้ง,4,ต้องไม่ชำรุด,เช็ค,M,,
ฟิลเตอร์กรอง0.01micron,เครื่องทำลมแห้ง,5,ต้องไม่ชำรุดขาด / ทำความสะอาด,เช็ค/ทำ,M,,
ตู้ควบคุมระบบไฟฟ้า,เครื่องทำลมแห้ง,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,M,,
,เครื่องทำลมแห้ง,6,,,M,,
,เครื่องทำลมแห้ง,7,,,M,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องทำลมแห้ง,7,,ทำ,W,,
มอเตอร์ปั๊ม,ปั๊มน้ำCooling,1,ต้องไม่มีกลิ่นเหม็นไหม้ไม่เสียงดังผิดปกติ,เช็ค,M,task01.jpeg,ปั๊มน้ำCooling
เกจวัดแรงดันน้า,ปั๊มน้ำCooling,2,ต้องไม่ชำรุดแตก,เช็ค,M,task02.jpeg,ปั๊มน้ำCooling
วาล์วน้ำ,ปั๊มน้ำCooling,3,วาล์วน้ำต้องเปิด-ปิดได้ไม่รั่ว,เช็ค,M,task03.jpeg,ปั๊มน้ำCooling
สแตนเนอร์,ปั๊มน้ำCooling,4,ต้องถอดล้างทำความสะอาด,เช็ค,M,task04.jpeg,ปั๊มน้ำCooling
เทอร์มินอลและขั้วสายไฟ,ปั๊มน้ำCooling,5,ต้องไม่ชำรุด/ขั้วไฟต้องแน่น,เช็ค,M,task05.jpeg,ปั๊มน้ำCooling
ตู้ควบคุมระบบไฟฟ้า,ปั๊มน้ำCooling,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,M,task06.jpeg,ปั๊มน้ำCooling
สลับการใช้ปั๊มน้ำทุก 1 เดือน,ปั๊มน้ำCooling,7,,ทำ,M,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ปั๊มน้ำCooling,8,,ทำ,W,,
มอเตอร์,COOLING WATER,1,ต้องไม่เสียงดังผิดปกติ,เช็ค,M,task01.jpeg,COOLING_WATER
ใบพัดและน๊อต,COOLING WATER,2,ใบพัดไม่ชำรุดหัก/น๊อตยึดต้องอยู่ครบ,เช็ค,M,task02.jpeg,COOLING_WATER
แผงรังผึ้ง,COOLING WATER,3,ต้องไม่ชำรุดขาดน้าไหลผ่านได้ดี,เช็ค,M,task03.jpeg,COOLING_WATER
ท่อเดนน้ำ,COOLING WATER,4,ต้องไม่ชำรุดน้ำไม่รั่วชึม,เช็ค,M,task04.jpeg,COOLING_WATER
โครงสร้าง,COOLING WATER,5,ไม่ชำรุดแตกหัก น้ำไม่รั่ว,เช็ค,M,task05.jpeg,COOLING_WATER
ตู้ควบคุมระบบไฟฟ้า,COOLING WATER,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,M,task06.jpeg,COOLING_WATER
,COOLING WATER,7,,,M,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,COOLING WATER,7,,ทำ,W,,
ถังพักน้ำ,ถังพักน้ำ,1,ต้องไม่ชำรุดแตก,เช็ค,M,task01.jpeg,ถังพักน้ำ
ระบบท่อส่งน้ำ,ถังพักน้ำ,2,ท่อส่งน้ำต้องไม่แตกไม่รั่ว,เช็ค,M,task02.jpeg,ถังพักน้ำ
วาล์ว,ถังพักน้ำ,3,วาล์วน้ำต้องไม่รั่วไม่ชำรุด,เช็ค,M,task03.jpeg,ถังพักน้ำ
ท่อเติมน้ำเข้า,ถังพักน้ำ,4,ท่อเติมน้ำเข้าต้องไม่ชำรุดแตก,เช็ค,M,task04.jpeg,ถังพักน้ำ
มอเตอร์ปั๊ม,ถังพักน้ำ,5,ไม่เสียงดังผิดปกติน้ำไม่รั่ว,เช็ค,M,task05.jpeg,ถังพักน้ำ
ตู้ควบคุมระบบไฟฟ้า,ถังพักน้ำ,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,M,task06.jpeg,ถังพักน้ำ
,ถังพักน้ำ,7,,,M,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ถังพักน้ำ,7,,ทำ,W,,
เทอร์โมมิเตอร์,Chiller,1,ต้องไม่ชำรุดแตก,เช็ค,M,task01.jpeg,Chiller
น้ำมันคอมแอร์,Chiller,2,ต้องไม่แห้งและมีเพียงพอ,เช็ค,M,task02.jpeg,Chiller
เพรสเซอร์เกรส,Chiller,3,หน้าปัดต้องไม่แตก,เช็ค,M,task03.jpeg,Chiller
มอเตอร์,Chiller,4,ต้องไม่มีเสียงดังผิดปกติ,เช็ค,M,task04.jpeg,Chiller
โครงสร้าง,Chiller,5,ต้องไม่ชำรุดหัก,เช็ค,M,task05.jpeg,Chiller
ท่อน้ำยา,Chiller,6,ท่อน้ำยาต้องไม่รั่ว,เช็ค,M,task06.jpeg,Chiller
ตู้ควบคุมระบบไฟฟ้า,Chiller,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,M,task07.jpeg,Chiller
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Chiller,8,,ทำ,W,,
รางน้ำฝน,ท่อระบายน้ำและรางน้ำฝน,1,ต้องไม่รั่ว ไม่ชำรุด,เช็ค,M,task01.jpeg,ท่อระบายน้ำและรางน้ำฝน
ท่อระบายน้ำฝน,ท่อระบายน้ำและรางน้ำฝน,2,ท่อระบายน้ำต้องไม่อุดตันระบายน้ำได้ดี,เช็ค,M,task02.jpeg,ท่อระบายน้ำและรางน้ำฝน
ท่อน้ำฝน,ท่อระบายน้ำและรางน้ำฝน,3,ท่อน้ำฝนต้องไม่ชำรุดแตกและไม่อุดตัน,เช็ค,M,task03.jpeg,ท่อระบายน้ำและรางน้ำฝน
,ท่อระบายน้ำและรางน้ำฝน,4,,,M,,
,ท่อระบายน้ำและรางน้ำฝน,5,,,M,,
,ท่อระบายน้ำและรางน้ำฝน,6,,,M,,
,ท่อระบายน้ำและรางน้ำฝน,7,,,M,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ท่อระบายน้ำและรางน้ำฝน,4,,ทำ,W,,
ไส้กรองเมมเบรน,ระบบน้ำ RO1,1,ถอดล้างไส้กรองและตรวจเช็คสภาพไส้กรอง,เช็ค/ทำ,W,task01.jpeg,ระบบน้ำ_RO1
ไส้กรองใยสังเคราะห์,ระบบน้ำ RO1,2,ฉีดล้างทำความสะอาดด้วยน้ำสะอาดพร้อมตรวจเช็ค,เช็ค/ทำ,W,task02.jpeg,ระบบน้ำ_RO1
แอนทราไซค์ (50ลิตร),ระบบน้ำ RO1,3,ล้างย้อนกลับเป็นเวลาอย่างน้อย 5-10 นาที หรือตามความเหมาะสม,ทำ,W,task03.jpeg,ระบบน้ำ_RO1
แมงกานีส (50ลิตร),ระบบน้ำ RO1,4,ล้างย้อนกลับเป็นเวลาอย่างน้อย 5-10 นาที หรือตามความเหมาะสม,ทำ,W,task04.jpeg,ระบบน้ำ_RO1
คาร์บอน (100 ลิตร),ระบบน้ำ RO1,5,ล้างย้อนกลับเป็นเวลาอย่างน้อย 5-10 นาที หรือตามความเหมาะสม,ทำ,W,task05.jpeg,ระบบน้ำ_RO1
เรซิ่น (100 ลิตร),ระบบน้ำ RO1,6,ล้างย้อนกลับเป็นเวลาอย่างน้อย 5-10 นาที หรือตามความเหมาะสม,ทำ,W,task06.jpeg,ระบบน้ำ_RO1
ตู้ควบคุมระบบไฟฟ้า,ระบบน้ำ RO1,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,ระบบน้ำ_RO1
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ระบบน้ำ RO1,8,,ทำ,W,,
โครงสร้าง,อาคาร,1,ต้องไม่ชำรุดหัก,เช็ค,M,task01.jpeg,อาคาร
บานประตู,อาคาร,2,ไม่ชำรุดเปิด-ปิดได้ปกติ,เช็ค,M,task02.jpeg,อาคาร
หลังคาและผนังเมททอลชีท,อาคาร,3,หลังคาต้องไม่รั่วผนังต้องไม่ชำรุด,เช็ค,M,task03.jpeg,อาคาร
ผนังปูน,อาคาร,4,ผนังปูนต้องไม่แตก,เช็ค,M,task04.jpeg,อาคาร
บันได,อาคาร,5,ต้องไม่หักชำรุด,เช็ค,M,task05.jpeg,อาคาร
,อาคาร,6,,,M,,
,อาคาร,7,,,M,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,อาคาร,6,,ทำ,W,,
สวิตย์ควบคุม,เครื่องปรับอากาศ,1,ต้องไม่ชำรุด เปิด-ปิดได้ปกติ,เช็ค,M,task01.jpeg,เครื่องปรับอากาศ
โครงสร้าง,เครื่องปรับอากาศ,2,ต้องอยู่ในสภาพปกติไม่ชำรุด,เช็ค,M,task02.jpeg,เครื่องปรับอากาศ
ท่อแอร์,เครื่องปรับอากาศ,3,ท่อต้องไม่รั่วไม่ชำรุดแตก,เช็ค,M,task03.jpeg,เครื่องปรับอากาศ
แผงรังผึ้ง,เครื่องปรับอากาศ,4,ต้องสะอาดไม่ชำรุด,เช็ค,M,task04.jpeg,เครื่องปรับอากาศ
ฝาปิด,เครื่องปรับอากาศ,5,ต้องไม่ชำรุดแตก,เช็ค,M,task05.jpeg,เครื่องปรับอากาศ
ฟิลเตอร์กรอง,เครื่องปรับอากาศ,6,ต้องไม่มีฝุ่นเกาะหนาแน่น,เช็ค,M,task06.jpeg,เครื่องปรับอากาศ
ตู้ควบคุมระบบไฟฟ้า,เครื่องปรับอากาศ,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,M,task07.jpeg,เครื่องปรับอากาศ
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องปรับอากาศ,8,,ทำ,W,,
มอเตอร์แอร์,คอยเย็นแอร์,1,มอเตอร์ต้องไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task01.jpeg,คอยเย็นแอร์
ฟิลเตอร์กรอง,คอยเย็นแอร์,2,ต้องอยู่ในสภาพปกติไม่ชำรุด ไม่อุดตัน/ทำความสะอาด,เช็ค/ทำ,W,task02.jpeg,คอยเย็นแอร์
แผงควบคุม,คอยเย็นแอร์,3,แผงต้องไม่มีรอยไหม้ ต้องสภาพสมบูณร์,เช็ค,W,task03.jpeg,คอยเย็นแอร์
ฟิวส์,คอยเย็นแอร์,4,สภาพต้องไม่ชำรุด ไม่ขาด,เช็ค,W,task04.jpeg,คอยเย็นแอร์
ท่อเดนน้ำ,คอยเย็นแอร์,5,ท่อเดนน้ำต้องไม่อุดตัน,เช็ค,W,task05.jpeg,คอยเย็นแอร์
ตู้ควบคุมระบบไฟฟ้า,คอยเย็นแอร์,6,อุปกรณ์ในตู้ต้องอยู่ในสภาพเรียบร้อย,เช็ค,W,task06.jpeg,คอยเย็นแอร์
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,คอยเย็นแอร์,7,,ทำ,W,,
โครงสร้าง,เครื่องปั่นผสมแป้ง,1,ต้องไม่ชำรุดหัก,เช็ค,W,task01.jpeg,เครื่องปั่นผสมแป้ง
มอเตอร์,เครื่องปั่นผสมแป้ง,2,ต้องไม่เสียงดังผิดปกติไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task02.jpeg,เครื่องปั่นผสมแป้ง
ลูกปืน/อัดจาระบี,เครื่องปั่นผสมแป้ง,3,ลูกปืนต้องไม่หลวมคอน ไม่ชชำรุดแตก,เช็ค/ทำ,W,task03.jpeg,เครื่องปั่นผสมแป้ง
มูเล่ย์และสายพาน,เครื่องปั่นผสมแป้ง,4,มูเล่ย์และสายพาน,เช็ค,W,task04.jpeg,เครื่องปั่นผสมแป้ง
เพลาและชิลยาง,เครื่องปั่นผสมแป้ง,5,ชิลยางและเพลา,เช็ค,W,task05.jpeg,เครื่องปั่นผสมแป้ง
ตู้ควบคุมระบบไฟฟ้า,เครื่องปั่นผสมแป้ง,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,,
,เครื่องปั่นผสมแป้ง,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องปั่นผสมแป้ง,6,,ทำ,W,,
โครงสร้าง,เครื่องนวดผสมแป้ง,1,โครงสร้างต้องไม่ชำรุดไม่เป็นสนิม,เช็ค,W,task01.jpeg,เครื่องนวดผสมแป้ง
แขวนนวดแป้ง,เครื่องนวดผสมแป้ง,2,ต้องไม่ชำรุดปิดงอ,เช็ค,W,task02.jpeg,เครื่องนวดผสมแป้ง
